office.DATE_KEY,office.FORM,office.PROJECT_STATUS,office.CONSTRUCTOR_KEY,office.DEVELOPER_KEY,office.LOCATION_KEY,office.OPERATOR_KEY,office.PROJECT_KEY,office.OCCUPANCY,office.LEASED,office.GFA,office.EFFICIENCY,office.NLA,office.VACANT_AREA,office.AVERAGE_GROSS_RENT,office.AGENT_NAME,office.CONSTRUCTION_STATUS,office.NOTE,project.SECTOR,project.PROJECT_KEY,project.PROJECT_NAME_DOC,project.PROJECT_PHASE,project.SUB_PROJECT_TYPE,project.ORIGINAL_SUB_PROJECT_NAME_DOC,project.LAUNCHING_TIME,project.CURRENT_GRADE,developer.MAIN_DEVELOPER_NAME_DOC,location.CITY_NAME_DOC,location.DISTRICT_NAME_DOC,operator.MAIN_OPERATOR_NAME_DOC,constructor.MAIN_CONSTRUCTOR_NAME_DOC,LAT,LONG,Unnamed: 33
20210930,Present,Active,,,,,,1.0,"6,336",,,"6,336", -   ,41.0,,,,OFFICE,251,63 Ly Thai To,,Traditional office,63 Ly Thai To,,A,"Doan Ket International Co., Ltd.",Ha Noi City,Hoan Kiem District,,,21.02485,105.857148,
20210930,Present,Active,,,,,,1.0,"3,409",,,"3,409", -   ,42.0,,,,OFFICE,837,Central Building,,Traditional office,Central Building,,A,"Hong Kong Land (Leasing) Co., Ltd., Kinh Do Co. Ltd. (The Hanoi Confederation of Labour)",Ha Noi City,Hoan Kiem District,,,21.024442,105.851522,
20210930,Present,Active,,,,,,0.98,"15,317",,,"15,554",237,31.0,,,,OFFICE,2639,Daeha Complex,,Traditional office,Daeha Complex,,A,"Daeha Co., Ltd.",Ha Noi City,Ba Dinh District,,,21.031144,105.81256599999999,
20210930,Present,Active,,,,,,0.96,"8,138",,,"8,500",362,36.0,,,,OFFICE,3935,Ha Noi Central Office Building,,Traditional office,Ha Noi Central Office Building,,A,"S.A.S Trading (Thailand), CTAMAD Company",Ha Noi City,Hoan Kiem District,,,21.024387,105.848347,
20210930,Present,Active,,,,,,0.94,"8,667",,,"9,184",517,33.0,,,,OFFICE,4009,Hanoi Towers,,Traditional office,Hanoi Towers,,A,Hanoi Tower Centre Co.,Ha Noi City,Hoan Kiem District,,,21.025879999999997,105.84606699999999,
20210930,Present,Active,,,,,,0.75,"5,253",,,"7,000","1,747",48.0,,,,OFFICE,4379,International Centre,,Traditional office,International Centre,,A,VinaCapital Group Ltd.,Ha Noi City,Hoan Kiem District,,,21.025111,105.85554099999999,
20210930,Present,Active,,,,,,1.0,"13,459",,,"13,459", -   ,32.0,,,,OFFICE,6796,Sun Red River,,Traditional office,Sun Red River,,A,Sun Red River Co.,Ha Noi City,Hoan Kiem District,,,21.020943,105.85625900000001,
20210930,Present,Active,,,,,,0.87,"14,007",,,"16,111","2,104",43.0,,,,OFFICE,5905,Pacific Place,,Traditional office,Pacific Place,,A,Mapletree Investments Pte Ltd.,Ha Noi City,Hoan Kiem District,,,21.024998,105.84335,
20210930,Present,Active,,,,,,0.95,"2,463",,,"2,600",137,32.0,,,,OFFICE,530,Asia Tower,,Traditional office,Asia Tower,,A,Asia Tower Jsc.,Ha Noi City,Hoan Kiem District,,,21.029284,105.85034099999999,
20210930,Present,Active,,,,,,0.96,"1,200",,,"1,250",50,41.0,,,,OFFICE,6164,Press Club,,Traditional office,Press Club,,A,Apple Tree Entrepreneurs in Asia,Ha Noi City,Hoan Kiem District,,,21.025413,105.85701100000001,
20210930,Present,Active,,,,,,1.0,"9,870",,,"9,870", -   ,37.0,,,,OFFICE,654,BIDV Tower,,Traditional office,Bidv Tower,,A,BIDV - Vietnam Partners Investment Management JV Co. (BVIM),Ha Noi City,Hoan Kiem District,,,21.029443,105.85706,
20210930,Present,Active,,,,,,0.79,"14,750",,,"18,676","3,926",24.0,,,,OFFICE,789,Capital Tower,,Traditional office,Capital Tower,,A,Capital Tourist Trading & Investment Company,Ha Noi City,Hoan Kiem District,,,21.02357,105.842025,
20210930,Present,Active,,,,,,0.92,"3,926",,,"4,273",347,42.0,,,,OFFICE,6578,Leadvisors Palace,,Traditional office,Leadvisors Palace,,A,Leadvisors Capital Management Jsc.,Ha Noi City,Hoan Kiem District,,,21.028861,105.85578999999998,
20210930,Present,Active,,,,,,0.94,"37,525",,,"39,900","2,375",23.0,,,,OFFICE,874,Charmvit,,Traditional office,Charmvit,,A,Charmvit Group,Ha Noi City,Cau Giay District,,,21.008207000000002,105.797669,
20210930,Present,Active,,,,,,0.98,"73,425",,,"75,000","1,575",30.0,,,,OFFICE,4442,Keangnam Ha Noi,,Traditional office,Keangnam Ha Noi,,A,AON Holdings,Ha Noi City,Nam Tu Liem District,,,21.016825,105.78407,
20210930,Present,Active,,,,,,0.82,"10,908",,,"13,300","2,392",29.0,,,,OFFICE,4367,Indochina Plaza Hanoi,,Traditional office,Indochina Plaza Hanoi,,A,Hanoi Residential and Commercial Centre (HRCC),Ha Noi City,Cau Giay District,,,21.036181,105.78250600000001,
20210930,Present,Active,,,,,,0.99,"26,445",,,"26,615",170,42.0,,,,OFFICE,2439,Cornerstone,,Traditional office,Cornerstone,,A,"Daibiru CSB Co., Ltd.",Ha Noi City,Hoan Kiem District,,,21.021329,105.854942,
20210930,Present,Active,,,,,,0.96,"42,180",,,"43,880","1,700",24.0,,,,OFFICE,6209,PVI Tower,,Traditional office,Pvi Tower,,A,PVI Holdings,Ha Noi City,Cau Giay District,,,21.024175,105.788973,
20210930,Present,Active,,,,,,0.97,"43,590",,,"45,000","1,410",39.0,,,,OFFICE,4726,Lotte Centre Hanoi,,Traditional office,Lotte Centre Hanoi,,A,Lotte Group,Ha Noi City,Ba Dinh District,,,21.032439,105.812459,
20210930,Present,Active,,,,,,0.92,"43,273",,,"46,890","3,617",30.0,,,,OFFICE,11112,TNR Tower,,Traditional office,Tnr Tower,,A,TNR Holdings,Ha Noi City,Dong Da District,,,21.023448000000002,105.80941899999999,
20210930,Present,Active,,,,,,0.93,"7,757",,,"8,385",628,26.0,,,,OFFICE,4250,Horison Tower,,Traditional office,Horison Tower,,A,Global Toserco & PT Global Metropolitan,Ha Noi City,Dong Da District,,,21.029913,105.82885800000001,
20210930,Present,Active,,,,,,0.62,"15,190",,,"24,500","9,310",42.0,,,,OFFICE,7014,Thai Holdings Tower,,Traditional office,Thai Holdings Tower,,A,ThaiGroup,Ha Noi City,Hoan Kiem District,,,21.026895,105.858522,
20210930,Present,Active,,,,,,0.33,"1,100",,,"3,300","2,200",37.0,,,,OFFICE,1056,Doji Tower,,Traditional office,Doji Tower,,A,Doji Land,Ha Noi City,Ba Dinh District,,,21.029055,105.84166499999999,
20210930,Present,Active,,,,,,0.54,"9,603",,,"17,937","8,334",18.0,,,,OFFICE,4647,Leadvisors Tower,,Traditional office,Leadvisors Tower,,A,LeadvisorSanei Hospitality Holdings,Ha Noi City,Bac Tu Liem District,,,21.049893,105.782048,
20210930,Present,Active,,,,,,0.3,"27,994",,,"93,314","65,320",42.0,,,,OFFICE,787,Capital Place,,Traditional office,Capital Place,,A,CapitaLand,Ha Noi City,Ba Dinh District,,,21.031129999999997,105.813686,
20210930,Present,Active,,,,,,0.0, -   ,,,"4,100","4,100",24.0,,,,OFFICE,12924,APEC Grand Plaza,,Traditional office,Apec Grand Plaza,,A,APEC Group,Ha Noi City,Cau Giay District,,,21.008646,105.798077,
20210930,Present,Active,,,,,,0.0, -   ,,,"5,579","5,579",45.0,,,,OFFICE,5890,BRG Tower,,Traditional office,Brg Tower,,A,BRG Group,Ha Noi City,Hoan Kiem District,,,21.028378,105.85763899999999,
20210930,Present,Active,,,,,,0.91,"4,287",,,"4,700",413,18.0,,,,OFFICE,3951,Ha Noi Toserco Building,,Traditional office,Ha Noi Toserco Building,,B,Hanoi Toserco,Ha Noi City,Ba Dinh District,,,21.030727,105.820151,
20210930,Present,Active,,,,,,0.9,"9,860",,,"11,000","1,140",24.0,,,,OFFICE,4164,HITC,,Traditional office,Hitc,,B,"Schmidt Co., Ltd.",Ha Noi City,Cau Giay District,,,21.035935000000002,105.783303,
20210930,Present,Active,,,,,,0.93,"2,750",,,"2,950",200,22.0,,,,OFFICE,5819,North Star,,Traditional office,North Star,,B,VCCI and Cao Bang's People Committee,Ha Noi City,Hoan Kiem District,,,21.024029000000002,105.846434,
20210930,Present,Active,,,,,,0.99,"17,572",,,"17,692",120,19.0,,,,OFFICE,5845,Ocean Park,,Traditional office,Ocean Park,,B,Vietnam National Maritime Corporation (VINALINES),Ha Noi City,Dong Da District,,,21.007123999999997,105.84022399999999,
20210930,Present,Active,,,,,,0.99,"7,302",,,"7,384",82,27.0,,,,OFFICE,6166,Prime Centre,,Traditional office,Prime Centre,,B,Warterview Co.,Ha Noi City,Hoan Kiem District,,,21.018507999999997,105.84774399999999,
20210930,Present,Active,,,,,,0.98,"8,542",,,"8,687",145,27.0,,,,OFFICE,7461,Tungshing Square,,Traditional office,Tungshing Square,,B,Tungshing Development Inc. and Food Trading & Transportation Company,Ha Noi City,Hoan Kiem District,,,21.029770000000003,105.85631000000001,
20210930,Present,Active,,,,,,0.95,"4,270",,,"4,500",230,22.0,,,,OFFICE,7860,V-Tower,,Traditional office,V-Tower,,B,"Michinoku Lease Co., Ltd. (Japan); Ohki Corporation (Japan); Rinkai Construction Co., Ltd. (Japan); Central Finance Aomori Co., Ltd. (Japan), Housing & Urban Development Corporation",Ha Noi City,Ba Dinh District,,,21.028614,105.80616200000001,
20210930,Present,Active,,,,,,0.98,"16,531",,,"16,869",338,15.0,,,,OFFICE,4188,Hoa Binh Tower,,Traditional office,Hoa Binh Tower,,B,Hoa Binh Real Estate Trading Co.,Ha Noi City,Cau Giay District,,,21.046566000000002,105.795142,
20210930,Present,Active,,,,,,0.98,"8,381",,,"8,571",190,19.0,,,,OFFICE,4053,Harec Building,,Traditional office,Harec Building,,B,Harec Investment & Trade Co.,Ha Noi City,Dong Da District,,,21.022266000000002,105.818601,
20210930,Present,Active,,,,,,0.96,"3,135",,,"3,255",120,20.0,,,,OFFICE,5873,Opera Business Centre,,Traditional office,Opera Business Centre,,B,Opera Trading Centre Venture Co.,Ha Noi City,Hoan Kiem District,,,21.024732999999998,105.856536,
20210930,Present,Active,,,,,,0.89,"5,383",,,"6,050",667,16.0,,,,OFFICE,2779,DMC Plaza,,Traditional office,Dmc Plaza,,B,DMC Group,Ha Noi City,Ba Dinh District,,,21.029395,105.81023,
20210930,Present,Active,,,,,,0.98,"12,218",,,"12,495",277,14.0,,,,OFFICE,7601,Viglacera Tower,,Traditional office,Viglacera Tower,,B,Viglacera,Ha Noi City,Nam Tu Liem District,,,21.003455,105.79156,
20210930,Present,Active,,,,,,0.9,"7,161",,,"8,000",839,11.0,,,,OFFICE,4568,Ladeco Building,,Traditional office,Ladeco Building,,B,Ladeco Human Development & Investment Jsc.,Ha Noi City,Ba Dinh District,,,21.036179,105.815945,
20210930,Present,Active,,,,,,0.94,"2,668",,,"2,835",167,20.0,,,,OFFICE,7637,Vinaplast,,Traditional office,Vinaplast,,B,"Tai Tam Co., Ltd.",Ha Noi City,Hoan Kiem District,,,21.021494,105.854249,
20210930,Present,Active,,,,,,0.98,"14,703",,,"15,000",297,22.0,,,,OFFICE,7837,VIT-Tower,,Traditional office,Vit-Tower,,B,VIT Corp. Jsc.,Ha Noi City,Ba Dinh District,,,21.029591,105.811771,
20210930,Present,Active,,,,,,0.98,"10,800",,,"11,000",200,13.0,,,,OFFICE,4530,Kinh Do Tower,,Traditional office,Kinh Do Tower,,B,Kinh Do Trading Development & Construction Investment Co.,Ha Noi City,Hai Ba Trung District,,,21.015291,105.857395,
20210930,Present,Active,,,,,,0.96,"6,715",,,"7,000",285,11.0,,,,OFFICE,209,381 Doi Can,,Traditional office,381 Doi Can,,B,Ho Chi Minh Museum Construction Corporation,Ha Noi City,Ba Dinh District,,,21.038264,105.81347099999999,
20210930,Present,Active,,,,,,0.95,"9,102",,,"9,562",460,16.0,,,,OFFICE,5814,North Asia Tower,,Traditional office,North Asia Tower,,B,Van Nien Construction & Service Trading Jsc.,Ha Noi City,Dong Da District,,,21.008544,105.838746,
20210930,Present,Active,,,,,,0.87,"9,180",,,"10,500","1,320",16.0,,,,OFFICE,7581,Viet Tower,,Traditional office,Viet Tower,,B,Hoa Binh Venture Financial Investment Ltd.,Ha Noi City,Dong Da District,,,21.009291,105.82375900000001,
20210930,Present,Active,,,,,,0.97,"3,973",,,"4,100",127,16.0,,,,OFFICE,241,59 Quang Trung Building,,Traditional office,59 Quang Trung Building,,B,Ha Noi Construction Company No. 1,Ha Noi City,Hoan Kiem District,,,21.017602,105.84746100000001,
20210930,Present,Active,,,,,,0.9,"4,485",,,"5,000",515,15.0,,,,OFFICE,4528,Kinh Do Building,,Traditional office,Kinh Do Building,,B,Kinh Do MTV Ltd.,Ha Noi City,Dong Da District,,,21.00706,105.82283799999999,
20210930,Present,Active,,,,,,0.96,"5,750",,,"6,000",250,13.0,,,,OFFICE,4459,Kham Thien Building,,Traditional office,Kham Thien Building,,B,CT 18,Ha Noi City,Dong Da District,,,21.018853,105.83448700000001,
20210930,Present,Active,,,,,,0.66,"5,319",,,"8,000","2,681",21.0,,,,OFFICE,10917,CDC Building,,Traditional office,Cdc Building,,B,CDC,Ha Noi City,Hai Ba Trung District,,,21.010324,105.84924,
20210930,Present,Active,,,,,,0.96,"25,064",,,"26,000",936,14.0,,,,OFFICE,863,CEO Tower,,Traditional office,Ceo Tower,,B,CEO Investment Jsc.,Ha Noi City,Nam Tu Liem District,,,21.015729,105.782868,
20210930,Present,Active,,,,,,0.99,"20,703",,,"21,000",297,25.0,,,,OFFICE,3992,Handiresco,,Traditional office,Handiresco,,B,Handico,Ha Noi City,Ba Dinh District,,,21.029435,105.811466,
20210930,Present,Active,,,,,,0.9,"17,278",,,"19,104","1,826",19.0,,,,OFFICE,1024,CMC Tower,,Traditional office,Cmc Tower,,B,CMC Corporation,Ha Noi City,Cau Giay District,,,21.030554000000002,105.784357,
20210930,Present,Active,,,,,,0.97,"11,860",,,"12,191",331,25.0,,,,OFFICE,7631,Vinaconex Tower,,Traditional office,Vinaconex Tower,,B,Vinaconex ,Ha Noi City,Dong Da District,,,21.01473,105.813344,
20210930,Present,Active,,,,,,0.98,"8,817",,,"9,000",183,16.0,,,,OFFICE,6636,Sky City Tower,,Traditional office,Sky City Tower,,B,Hanotex Ltd.,Ha Noi City,Dong Da District,,,21.012901,105.81138899999999,
20210930,Present,Active,,,,,,0.95,"8,200",,,"8,600",400,22.0,,,,OFFICE,3952,Ha Noi Tourism Tower,,Traditional office,Ha Noi Tourism Tower,,B,Hanoi Tourism,Ha Noi City,Hoan Kiem District,,,21.022206,105.855326,
20210930,Present,Active,,,,,,0.6,"1,000",,,"1,680",680,25.0,,,,OFFICE,7484,V Building,,Traditional office,V Building,,B,"Vinh Hanh Investment & Trading Development Co., Ltd.",Ha Noi City,Hai Ba Trung District,,,21.015551000000002,105.84943600000001,
20210930,Present,Active,,,,,,0.9,"10,737",,,"11,934","1,197",16.0,,,,OFFICE,7448,TTC Building,,Traditional office,Ttc Building,,B,TTC Technical Trading Co.,Ha Noi City,Cau Giay District,,,21.031032999999997,105.782126,
20210930,Present,Active,,,,,,0.81,"8,469",,,"10,520","2,051",16.0,,,,OFFICE,5891,Oriental Tower,,Traditional office,Oriental Tower,,B,BRG Group,Ha Noi City,Dong Da District,,,21.005504000000002,105.822001,
20210930,Present,Active,,,,,,1.0,"10,200",,,"10,200", -   ,27.0,,,,OFFICE,6063,Phu Dien Building,,Traditional office,Phu Dien Building,,B,Phu Dien Investment & Trading Company,Ha Noi City,Hoan Kiem District,,,21.024684,105.84428700000001,
20210930,Present,Active,,,,,,0.99,"28,610",,,"29,000",390,17.0,,,,OFFICE,4941,Mipec Tower,,Traditional office,Mipec Tower,,B,Mipec,Ha Noi City,Dong Da District,,,21.005608,105.82330400000001,
20210930,Present,Active,,,,,,0.97,"12,553",,,"13,000",447,12.0,,,,OFFICE,3987,Han Viet Tower,,Traditional office,Han Viet Tower,,B,"Space 21 Fonexim Co.
",Ha Noi City,Hai Ba Trung District,,,20.996844,105.861552,
20210930,Present,Active,,,,,,0.86,"2,485",,,"2,900",415,19.0,,,,OFFICE,3732,Geleximco,,Traditional office,Geleximco,,B,Geleximco ,Ha Noi City,Dong Da District,,,21.018394,105.824055,
20210930,Present,Active,,,,,,0.99,"13,050",,,"13,200",150,18.0,,,,OFFICE,7634,Vinafor Tower,,Traditional office,Vinafor Tower,,B,Vinafor,Ha Noi City,Hai Ba Trung District,,,21.01339,105.858317,
20210930,Present,Active,,,,,,0.9,"22,273",,,"24,700","2,427",16.0,,,,OFFICE,4337,Icon 4 Tower,,Traditional office,Icon 4 Tower,,B,Investment & Construction No.4 Jsc.,Ha Noi City,Dong Da District,,,21.028012,105.80460900000001,
20210930,Present,Active,,,,,,0.97,"2,865",,,"2,940",75,15.0,,,,OFFICE,147,2 Dai Co Viet,,Traditional office,2 Dai Co Viet,,B,Thai Binh Jsc.,Ha Noi City,Hai Ba Trung District,,,21.00907,105.851127,
20210930,Present,Active,,,,,,1.0,"9,600",,,"9,600", -   ,20.0,,,,OFFICE,4026,Hapro Building,,Traditional office,Hapro Building,,B,Hapro,Ha Noi City,Dong Da District,,,21.027695,105.832598,
20210930,Present,Active,,,,,,0.96,"22,382",,,"23,250",868,14.0,,,,OFFICE,833,Center Building- Hapulico Complex,,Traditional office,Center Building- Hapulico Complex,,B,Hapulico,Ha Noi City,Thanh Xuan District,,,21.000176,105.80739799999999,
20210930,Present,Active,,,,,,0.98,"22,041",,,"22,500",459,12.0,,,,OFFICE,6699,Song Da Twin Tower,,Traditional office,Song Da Twin Tower,,B,Song Da Jsc.,Ha Noi City,Nam Tu Liem District,,,21.017704000000002,105.78111200000001,
20210930,Present,Active,,,,,,0.96,"5,535",,,"5,765",230,14.0,,,,OFFICE,2788,Dolphin Plaza,,Traditional office,Dolphin Plaza,,B,PVFC and TID,Ha Noi City,Nam Tu Liem District,,,21.03,105.776468,
20210930,Present,Active,,,,,,0.94,"9,300",,,"9,900",600,22.0,,,,OFFICE,218,Capital Building,,Traditional office,Capital Building,,B,Thu Do II Ltd.,Ha Noi City,Hoan Kiem District,,,21.025335000000002,105.848201,
20210930,Present,Active,,,,,,0.94,"7,915",,,"8,400",485,14.0,,,,OFFICE,6751,Star Tower,,Traditional office,Star Tower,,B,CFTD - VLA Building Jsc.,Ha Noi City,Cau Giay District,,,21.024977,105.79118000000001,
20210930,Present,Active,,,,,,0.75,"5,320",,,"7,050","1,730",22.0,,,,OFFICE,6703,Song Hong Park View,,Traditional office,Song Hong Park View,,B,Song Hong Land,Ha Noi City,Dong Da District,,,21.014584,105.81705500000001,
20210930,Present,Active,,,,,,0.95,"21,100",,,"22,100","1,000",25.0,,,,OFFICE,7533,VCCI Tower,,Traditional office,Vcci Tower,,B,VCCI,Ha Noi City,Dong Da District,,,21.008564,105.837744,
20210930,Present,Active,,,,,,1.0,"18,649",,,"18,649", -   ,29.0,,,,OFFICE,4240,Hong Ha Center,,Traditional office,Hong Ha Center,,B,Vinapaco & Hong Ha Company,Ha Noi City,Hoan Kiem District,,,21.021624,105.85444199999999,
20210930,Present,Active,,,,,,1.0,"22,549",,,"22,654",105,15.0,,,,OFFICE,6361,Royal City,,Traditional office,Royal City,,B,VinGroup,Ha Noi City,Thanh Xuan District,,,21.000957999999997,105.816032,
20210930,Present,Active,,,,,,0.94,"4,750",,,"5,070",320,25.0,,,,OFFICE,1050,Coalimex Building,,Traditional office,Coalimex Building,,B,Coalimex Company,Ha Noi City,Hoan Kiem District,,,21.026695,105.848257,
20210930,Present,Active,,,,,,0.92,"12,929",,,"14,080","1,151",29.0,,,,OFFICE,3729,Gelex Tower,,Traditional office,Gelex Tower,,B,Vietnam Electrical Equipment Jsc. - Gelex,Ha Noi City,Hai Ba Trung District,,,21.012189000000003,105.848064,
20210930,Present,Active,,,,,,1.0,"30,698",,,"30,698", -   ,22.0,,,,OFFICE,7319,Times City,,Traditional office,Times City,,B,VinGroup,Ha Noi City,Hai Ba Trung District,,,20.997288,105.867098,
20210930,Present,Active,,,,,,0.98,"10,983",,,"11,200",217,9.0,,,,OFFICE,4175,Ho Guom Plaza,,Traditional office,Ho Guom Plaza,,B,Ho Guom Garment Jsc.,Ha Noi City,Ha Dong District,,,20.979359,105.78541799999999,
